"","ï..Organization","Type","Loation","Website","Twitter","Facebook","People","Likely.Inactive","Last.Mode","OrgCity","lon","lat","type","loctype","address","north","south","east","west"
"80","Indian Pollution Control Association","","","http://ipcaworld.co.in","","https://www.facebook.com/ipca123/","","","8/17/2019 2:23am","Indian Pollution Control Association , ",77.3011606,28.647397,"establishment","geometric_center","3-5, dda shopping complex, vikas marg ext, hargobind enclave, a g c r enclave, anand vihar, new delhi, delhi 110092, india",28.6487459802915,28.6460480197085,77.3025095802915,77.2998116197085
"81","Indian Public Health Association (IPHA)","Scientific Association","","https://www.iphaonline.org/","https://twitter.com/IPHA_HQ","https://www.facebook.com/Indian-Public-Health-Association-292696581096883/","","","8/29/2019 8:48pm","Indian Public Health Association (IPHA) , ",88.3598599,22.5756436,"establishment","rooftop","110, chittaranjan ave, calcutta university, tiretti, kolkata, west bengal 700073, india",22.5769925802915,22.5742946197085,88.3612088802915,88.3585109197085
"82","IndiaSpend Breathe [likely inactive]","Journalism","","","https://twitter.com/indiaspendair?lang=en","","","","8/17/2019 2:05am","IndiaSpend Breathe [likely inactive] , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Indicus Foundation","Policy","Delhi","","","","","","9/1/2020 3:18pm","Indicus Foundation , Delhi",77.253402,28.5491335,"establishment","rooftop","awfis, 2nd floor, 70, the great eastern centre, nehru place, new delhi, delhi 110002, india",28.5504824802915,28.5477845197085,77.2547509802915,77.2520530197085
"84","Institute of Public Health (IPH)","Research","Bengaluru","http://iphindia.org","https://twitter.com/iphindia","https://www.facebook.com/iphindia","","checked","9/1/2020 3:26pm","Institute of Public Health (IPH) , Bengaluru",77.572706,12.9269556,"establishment","geometric_center","3009, ii-a main, 17th cross, krishna rajendra rd, siddanna layout, banashankari stage ii, banashankari, bengaluru, karnataka 560070, india",12.9283045802915,12.9256066197085,77.5740549802915,77.5713570197085
"85","Integrated Research and Action for Development (IRADe)","","Delhi","","","","","","9/1/2020 3:19pm","Integrated Research and Action for Development (IRADe) , Delhi",77.211563,28.53988,"establishment","rooftop","c-80, shivalik colony, malviya nagar, new delhi, delhi 110017, india",28.5412289802915,28.5385310197085,77.2129119802915,77.2102140197085
"86","Jhatkaa","Non Profit, Public Engagement & Awareness","Bengaluru","https://jhatkaa.org/","https://twitter.com/Jhatkaa","","","","9/1/2020 3:26pm","Jhatkaa , Bengaluru",77.6434073,12.9778274,"establishment","geometric_center","1st floor, door no. 587, 9th a main rd, defence colony, indiranagar, bengaluru, karnataka 560038, india",12.9791763802915,12.9764784197085,77.6447562802915,77.6420583197085
"87","JNU","Research","Delhi","","","","Umesh Chandra Kulshrestha","","9/1/2020 3:26pm","JNU , Delhi",77.1662154,28.5402232,"establishment","geometric_center","new mehrauli road, jnu ring rd, new delhi, delhi 110067, india",28.5415721802915,28.5388742197085,77.1675643802915,77.1648664197085
"88","Jorro","","Delhi","","","","","","9/1/2020 3:19pm","Jorro , Delhi",77.1024902,28.7040592,"administrative_area_level_1","approximate","delhi, india",28.881338,28.412593,77.3484578,76.838069
"89","Kolkata Clean Air","Advocacy, Public Engagement & Awareness","Kolkata","http://kolkatacleanair.in/","https://twitter.com/kolkatacleanair?lang=en","https://www.facebook.com/KolkataCleanAir/","","","9/1/2020 3:19pm","Kolkata Clean Air , Kolkata",88.3524578,22.5613389,"establishment","rooftop","n2/52, 2nd floor, new complex, bertram st, s.s hong market, nellie gupta sarani,, new market area, dharmatala, taltala, kolkata, west bengal 700087, india",22.5626878802915,22.5599899197085,88.3538067802915,88.3511088197085
"90","Legal Initiative For Forest And Environment (LIFE) ","Legal","Delhi","https://thelifeindia.org.in/","https://twitter.com/lifeindia2016","","","","9/1/2020 3:19pm","Legal Initiative For Forest And Environment (LIFE)  , Delhi",77.2336679,28.557392,"establishment","geometric_center","n- 71 lower ground floor, greater kailash-1, block n, greater kailash i, greater kailash, new delhi, delhi 110048, india",28.5587409802915,28.5560430197085,77.2350168802915,77.2323189197085
"91","Let Me Breathe ","Public Engagement & Awareness, Media, Storytelling","Delhi","https://letmebreathe.in","https://twitter.com/LetMeBreathe_In?lang=en","https://www.facebook.com/LetMeBreatheIn/","","","9/1/2020 3:19pm","Let Me Breathe  , Delhi",77.1024902,28.7040592,"administrative_area_level_1","approximate","delhi, india",28.881338,28.412593,77.3484578,76.838069
"92","Lung Care Foundation ","Advocacy, Public Engagement & Awareness, Non Profit","Delhi","http://lcf.org.in/","https://twitter.com/icareforlungs","https://www.facebook.com/foundation.lung.care","","","9/1/2020 3:19pm","Lung Care Foundation  , Delhi",77.1455622,28.5392983,"establishment","rooftop","c-9, 9624, pocket 9, sector c, vasant kunj, new delhi, delhi 110070, india",28.5406472802915,28.5379493197085,77.1469111802915,77.1442132197085
"93","Mothers for Clean Air ","Community","","","","","","","9/1/2020 3:37pm","Mothers for Clean Air  , ",-95.4248994,29.7345105,"establishment","rooftop","3100 richmond ave # 309, houston, tx 77098, usa",29.7358594802915,29.7331615197085,-95.4235504197085,-95.4262483802915
"94","My Right To Breathe (MRTB)","Public Engagement & Awareness, Advocacy","Delhi","","https://twitter.com/MRTB_India","https://www.facebook.com/myrightto/","","","9/1/2020 3:19pm","My Right To Breathe (MRTB) , Delhi",77.1024902,28.7040592,"administrative_area_level_1","approximate","delhi, india",28.881338,28.412593,77.3484578,76.838069
"95","Nasofilters","Industry, Start-up","","https://nasofilters.com/","https://twitter.com/nasofilters","https://www.facebook.com/Nasofilters/","","","8/28/2019 2:07am","Nasofilters , ",77.1994292,28.5175702,"establishment","rooftop","upper ground floor khasra no. 317/276 champa gali lane, metro station, no. 3, westend marg, saidulajab, saiyad ul ajaib extension, saket, new delhi, delhi 110030, india",28.5189191802915,28.5162212197085,77.2007781802915,77.1980802197085
"96","National Environmental Engineering Research Institute (NEERI)","Government","Nagpur","http://www.neeri.res.in/","https://twitter.com/DirectorNEERI","","K V George","","9/1/2020 3:26pm","National Environmental Engineering Research Institute (NEERI) , Nagpur",79.0714088,21.1224193,"establishment","geometric_center","nehru marg, vasant nagar, nagpur, maharashtra 440020, india",21.1237682802915,21.1210703197085,79.0727577802915,79.0700598197085
"97","NRDC India ","Policy","Delhi","https://www.nrdc.org/india","https://twitter.com/NRDC_India","","Polash Mukherjee","","9/1/2020 3:25pm","NRDC India  , Delhi",77.2375892,28.55518,"establishment","geometric_center","20-22, zamroodpur community centre, kailash colony extension, zamrudpur, greater kailash, new delhi, delhi 110048, india",28.5565289802915,28.5538310197085,77.2389381802915,77.2362402197085
"98","Observer Research Foundation (ORF) ","Policy","Mumbai","https://www.orfonline.org/about-us/","https://twitter.com/orfonline","https://www.facebook.com/Observer-Research-Foundation-184850724955326/","","","9/1/2020 3:25pm","Observer Research Foundation (ORF)  , Mumbai",72.8230084,18.9303542,"establishment","geometric_center","<U+200B>nkm international house, 5th floor, 178 backbay reclamation, babubhai, chinai marg, mumbai 400 020, backbay reclamation, colaba, churchgate, mumbai, maharashtra 400005, india",18.9317031802915,18.9290052197085,72.8243573802915,72.8216594197085
"99","Oizom","Industry","","https://oizom.com/","https://twitter.com/oizom_iot?lang=en","","","","8/28/2019 1:46am","Oizom , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Okapi Advisory Services Pvt Ltd","Policy, Consulting","Chennai","http://okapia.co","","","","","9/1/2020 3:25pm","Okapi Advisory Services Pvt Ltd , Chennai",80.2707184,13.0826802,"locality","approximate","chennai, tamil nadu, india",13.2611661,12.8338848,80.3363228,80.0817007
"101","OpenAQ","Open data, International","","https://openaq.org/#/?_k=mify9j","https://twitter.com/open_aq","","","","","OpenAQ , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","PAAP in India ","Storytelling","","","https://twitter.com/PollutionTales","","","","8/17/2019 2:07am","PAAP in India  , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Parisar","Public Engagement & Awareness, Advocacy","Pune","http://www.parisar.org","","","","","9/1/2020 3:25pm","Parisar , Pune",73.8325882,18.5430169,"establishment","geometric_center","yamuna,ganeshkhind road,ics colony, ics colony, pune, maharashtra 411007, india",18.5443658802915,18.5416679197085,73.8339371802915,73.8312392197085
"104","Parisar","Advocacy, Policy, Public Engagement & Awareness","Pune","https://www.parisar.org/","","","","","9/1/2020 3:20pm","Parisar , Pune",73.8325882,18.5430169,"establishment","geometric_center","yamuna,ganeshkhind road,ics colony, ics colony, pune, maharashtra 411007, india",18.5443658802915,18.5416679197085,73.8339371802915,73.8312392197085
"105","Peoples Resource Centre / National Alliance of Peopleâ€™s Movements","","","","","","","","9/1/2020 3:21pm","Peoples Resource Centre / National Alliance of Peopleâ€™s Movements , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","PerSapien Innovations","Industry","","https://persapien.com/","https://twitter.com/per_sapien","https://www.facebook.com/perSapien","","","8/28/2019 2:10am","PerSapien Innovations , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Personal Air Quality Systems Private Limited","Industry","","http://www.paqs.biz/","","","A Vaidyanathan","","8/28/2019 1:56am","Personal Air Quality Systems Private Limited , ",-96.6717368,33.1030098,"establishment","rooftop","207 w main st #202, allen, tx 75013, usa",33.1043587802915,33.1016608197085,-96.6703878197085,-96.6730857802915
"108","Phoenix Robotix","Industry, Start-up","","https://phoenixrobotix.com/","https://twitter.com/PhoenixRobotix","https://www.facebook.com/phoenixrobotix","","","8/28/2019 2:03am","Phoenix Robotix , ",85.8076002,20.3490982,"establishment","geometric_center","dcb 223, dlf cyber city, chandaka industrial estate, patia, bhubaneswar, odisha 751024, india",20.3504471802915,20.3477492197085,85.8089491802915,85.8062512197085
"109","Physical Research Laboratory (PRL)","Research, Government","Ahmedabad","https://www.prl.res.in/prl-eng/","","","","","9/1/2020 3:25pm","Physical Research Laboratory (PRL) , Ahmedabad",72.5434561,23.0355517,"establishment","geometric_center","physical research laboratory, university area, ahmedabad, gujarat 380009, india",23.0369006802915,23.0342027197085,72.5448050802915,72.5421071197085
"110","Pisces Foundation","Foundation","","","","","","","9/1/2020 3:21pm","Pisces Foundation , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Prayas","Policy, Research","","https://www.prayaspune.org/","","","","","8/17/2019 2:13am","Prayas , ",-73.6604503,40.7775625,"establishment","rooftop","7 edgemere dr, albertson, ny 11507, usa",40.7789114802915,40.7762135197085,-73.6591013197085,-73.6617992802915
"112","Pt. Ravishankar Shukla University","Research","Raipur","","","","","","9/1/2020 3:35pm","Pt. Ravishankar Shukla University , Raipur",81.5974452,21.2468599,"establishment","geometric_center","great eastern rd, amanaka, raipur, chhattisgarh 492010, india",21.2482088802915,21.2455109197085,81.5987941802915,81.5960962197085
"113","Public Health Foundation of India (PHFI) ","Research, Policy","","http://www.phfi.org","https://twitter.com/thePHFI","https://www.facebook.com/thePHFI","","","8/17/2019 2:39am","Public Health Foundation of India (PHFI)  , ",77.070532,28.453036,"establishment","rooftop","plot no. 47, sector 44, institutional area, sector 32, gurugram, haryana 122002, india",28.4543849802915,28.4516870197085,77.0718809802915,77.0691830197085
"114","Purpose","Public Engagement & Awareness, Communication","","","","","","","9/1/2020 3:21pm","Purpose , ",-73.9911294,40.7387653,"establishment","rooftop","115 5th ave, new york, ny 10011, usa",40.7401142802915,40.7374163197085,-73.9897804197085,-73.9924783802915
"115","Reap Benefit","Open data, Public Engagement & Awareness","","https://reapbenefit.org/","","","","","8/17/2019 2:37am","Reap Benefit , ",-77.1725183,39.0879794,"establishment","rooftop","100 nelson st, rockville, md 20850, usa",39.0893283802915,39.0866304197085,-77.1711693197085,-77.1738672802915
"116","Rocky Mountain Institute","Policy","","","","","","","9/1/2020 3:22pm","Rocky Mountain Institute , ",-105.250505,40.026374,"establishment","rooftop","2490 junction pl #200, boulder, co 80301, usa",40.0277229802915,40.0250250197085,-105.249156019708,-105.251853980292
"117","Saahas","","Bengaluru","","","","","","9/1/2020 3:23pm","Saahas , Bengaluru",77.6120093,12.9111302,"establishment","geometric_center","#21, ground floor, mchs colony, 5th c cross, 16th main rd, mchs colony, stage 2, btm layout, bengaluru, karnataka 560076, india",12.9124791802915,12.9097812197085,77.6133582802915,77.6106603197085
"118","Schillings Air","Industry","","https://www.schillingsair.com/","","","","","8/28/2019 1:42am","Schillings Air , ",77.1633422,28.4945973,"establishment","geometric_center","sultanpur colony rd, sultanpur, new delhi, delhi 110030, india",28.4959462802915,28.4932483197085,77.1646911802915,77.1619932197085
"119","Sensing Local","Consulting, Advocacy","Bengaluru","https://www.sensinglocal.in/","","","","","9/1/2020 3:25pm","Sensing Local , Bengaluru",77.561858,13.093361,"establishment","geometric_center","major sandeep unnikrishnan road, doddabettahalli, vidyaranyapura post, vignana kendra, bengaluru, karnataka 560097, india",13.0947099802915,13.0920120197085,77.5632069802915,77.5605090197085
"120","Shakti Sustainable Energy Foundation (SSEF)","Foundation","Delhi","http://shaktifoundation.in/","https://twitter.com/ShaktiFdn","","","","9/1/2020 3:25pm","Shakti Sustainable Energy Foundation (SSEF) , Delhi",77.1755569,28.5555048,"establishment","rooftop","4th floor, capital court, 104, b-2, phase - iii, munirka, new delhi, delhi 110067, india",28.5568537802915,28.5541558197085,77.1769058802915,77.1742079197085
"121","Shellios","Industry, Start-up","","https://shellios.com/","https://twitter.com/shelliostech","https://www.facebook.com/shelliostech","","","8/28/2019 2:08am","Shellios , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Smart Air Filters","Industry","","https://smartairfilters.com/in/en/","https://twitter.com/smartairfilters","https://www.facebook.com/SmartAirIndia/","","","","Smart Air Filters , ",-97.3005079,36.7953947,"establishment","rooftop","1323 lloyd ave, blackwell, ok 74631, usa",36.7967436802915,36.7940457197085,-97.2991589197085,-97.3018568802915
"123","SRM Institute of Science and Technology","Research","","https://www.sriramachandra.edu.in/university/academics.php?did=41","","","","","9/4/2019 11:23pm","SRM Institute of Science and Technology , ",80.0442415,12.823082,"establishment","geometric_center","potheri, srm nagar, kattankulathur, tamil nadu 603203, india",12.8244309802915,12.8217330197085,80.0455904802915,80.0428925197085
"124","SWAN Environmental ","Industry","","http://www.swanenviron.com/profile.php","","","","","","SWAN Environmental  , ",78.39273,17.449572,"establishment","geometric_center","second floor, plot no 922 & 935, swan aalayaa swami ayyappa co. op. society, rd number 47, sbh officers colony, mega hills, madhapur, hyderabad, telangana 500081, india",17.4509209802915,17.4482230197085,78.3940789802915,78.3913810197085
"125","Sweccha","Advocacy, Public Engagement & Awareness, Non Profit","","http://swechha.in/","https://twitter.com/swechhaindia","https://www.facebook.com/SwechhaIndia?ref=hl","","","8/17/2019 2:36am","Sweccha , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","SwitchON Foundation","","Kolkata","","","","","","9/1/2020 3:23pm","SwitchON Foundation , Kolkata",88.3381132,22.5377009,"establishment","rooftop","jaju bhawan, debendra lal khan rd, sector i, bhowanipore, kolkata, west bengal 700027, india",22.5390498802915,22.5363519197085,88.3394621802915,88.3367642197085
"127","Tata Institute of Social Sciences","Research, Public Engagement & Awareness","Mumbai","","","","","","9/1/2020 3:29pm","Tata Institute of Social Sciences , Mumbai",72.912484,19.0446964,"establishment","geometric_center","vn purav marg, deonar, chembur, mumbai, maharashtra 400088, india",19.0460453802915,19.0433474197085,72.9138329802915,72.9111350197085
"128","The Climate Agenda","Public Engagement & Awareness, Advocacy","Varanasi","http://www.tcaindia.co.in/index.php?menuid=1","","","","","9/1/2020 3:25pm","The Climate Agenda , Varanasi",82.976434,25.305991,"establishment","geometric_center","adarsh nagar park,, mahmoorganj rd, chhittupura, mahmoorganj, varanasi, uttar pradesh 221010, india",25.3073399802915,25.3046420197085,82.9777829802915,82.9750850197085
"129","The Energy and Resources Institute (TERI)","Policy, Research","Delhi","https://www.teriin.org/","https://twitter.com/teriin","https://www.facebook.com/TERIIN/","Sumit Sharma, Meen Sehgal","","9/1/2020 3:25pm","The Energy and Resources Institute (TERI) , Delhi",77.225267,28.590222,"establishment","geometric_center","6c, darbari seth block, india habitat center complex, lodhi road, institutional area, lodi colony, new delhi, delhi 110003, india",28.5915709802915,28.5888730197085,77.2266159802915,77.2239180197085
"130","The Energy Policy Institute at the University of Chicago (EPIC India)","Research, Policy","Delhi","https://epic.uchicago.in/","https://twitter.com/EPIC_India","https://www.facebook.com/UChicagoEPICIndia/","Ashirbad S Raha ","","9/1/2020 3:25pm","The Energy Policy Institute at the University of Chicago (EPIC India) , Delhi",77.2134303,28.6295802,"establishment","geometric_center","ground floor, dlf capitol point building, baba kharak singh marg, near hanuman temple, connaught place, hanuman road area, connaught place, new delhi, delhi 110001, india",28.6309291802915,28.6282312197085,77.2147792802915,77.2120813197085
"131","The International Council on Clean Transportation (ICCT)","Research, Policy, International","","https://www.theicct.org","https://twitter.com/theicct","","","","","The International Council on Clean Transportation (ICCT) , ",-122.4008461,37.7893459,"establishment","rooftop","595 market st, san francisco, ca 94105, usa",37.7906948802915,37.7879969197085,-122.399497119708,-122.402195080292
"132","The Nature Conservancy India","Research, Policy","De;hi","https://www.nature.org/ourinitiatives/regions/india/index.htm","","","","","9/1/2020 3:25pm","The Nature Conservancy India , De;hi",77.2358493,28.5692072,"establishment","geometric_center","37, second floor, link rd, block a, lajpat nagar iii, lajpat nagar, new delhi, delhi 110024, india",28.5705561802915,28.5678582197085,77.2371982802915,77.2345003197085
"133","The Oak Foundation ","Foundation, International","","http://www.oakfnd.org","https://twitter.com/oakfnd","","","","","The Oak Foundation  , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","The Regulatory Assistance Project (RAP)","Policy","","","","","","","9/1/2020 3:24pm","The Regulatory Assistance Project (RAP) , ",-72.576753,44.260301,"establishment","rooftop","50 state st #3, montpelier, vt 05602, usa",44.2616499802915,44.2589520197085,-72.5754040197085,-72.5781019802915
"135","United Nations Development Programme (UNDP)","","Delhi","","","","","","9/1/2020 3:24pm","United Nations Development Programme (UNDP) , Delhi",77.2229058,28.5925105,"establishment","rooftop","55, joseph stein lane, lodhi gardens, lodhi estate, new delhi, delhi 110003, india",28.5938594802915,28.5911615197085,77.2242547802915,77.2215568197085
"136","Urban Sciences","Consulting, Open data","Mumbai","http://atmos.urbansciences.in","","","Ronak Sutaria","","9/1/2020 3:25pm","Urban Sciences , Mumbai",72.8854683,19.1089945,"establishment","rooftop","wework labs, raheja platinum sag baug road, off, andheri - kurla rd, sag baug, marol, andheri e, mumbai, maharashtra 400059, india",19.1103434802915,19.1076455197085,72.8868172802915,72.8841193197085
"137","Urban Voices.in","Communication","Ahmedabad","","","","","","9/1/2020 3:27pm","Urban Voices.in , Ahmedabad",72.5713621,23.022505,"locality","approximate","ahmedabad, gujarat, india",23.1863814,22.8541054,72.7696027,72.3898825
"138","UrbanEmissions.info","Research","","http://www.urbanemissions.info/","https://twitter.com/UrbanEmissions?lang=en","","Sarath Guttikunda","","8/28/2019 1:50am","UrbanEmissions.info , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Urja","","Delhi","","","","","","9/1/2020 3:28pm","Urja , Delhi",77.1921441,28.6527809,"establishment","geometric_center","14 a /23, w.e.a karol bagh, block 44q, beadonpura, karol bagh, new delhi, delhi 110005, india",28.6541298802915,28.6514319197085,77.1934930802915,77.1907951197085
"140","Vanashakti","","Mumbai","","","","","","9/1/2020 3:28pm","Vanashakti , Mumbai",72.947384,19.1511498,"establishment","rooftop","nandakumar, pawar house, md kini rd, nahur east, bhandup east, mumbai, maharashtra 400042, india",19.1524987802915,19.1498008197085,72.9487329802915,72.9460350197085
"141","Vidhi Centre for Legal Policy","Legal, Policy","","https://vidhilegalpolicy.in","https://twitter.com/Vidhi_India","","","","","Vidhi Centre for Legal Policy , ",77.2297481,28.5777227,"establishment","rooftop","a-232, ratan lal sahdev marg, block a, defence colony, new delhi, delhi 110024, india",28.5790716802915,28.5763737197085,77.2310970802915,77.2283991197085
"142","Vital Strategies","Public Engagement & Awareness, Policy, Research","","https://www.vitalstrategies.org/","https://twitter.com/VitalStrat","https://www.facebook.com/vitalstrategies","","","8/17/2019 2:21am","Vital Strategies , ",-74.011054,40.707993,"establishment","rooftop","100 broadway 4th floor, new york, ny 10005, usa",40.7093419802915,40.7066440197085,-74.0097050197085,-74.0124029802915
"143","Waatavaran","","Maharashtra","http://waatavaran.in/","https://twitter.com/waatavaran","","","","9/1/2020 3:34pm","Waatavaran , Maharashtra",72.9197774,19.1278357,"establishment","geometric_center","shop no.1, nisha manzil, hanuman rd, iit market, ramabai ambedkar nagar, powai, mumbai, maharashtra 400078, india",19.1291846802915,19.1264867197085,72.9211263802915,72.9184284197085
"144","World Bank ","International, Policy, Funder","","https://www.worldbank.org/","","","","","8/17/2019 2:40am","World Bank  , ",-94.52,37.11,"bank","geometric_center","po box 3114, joplin, mo 64803, usa",37.1113489802915,37.1086510197085,-94.5186510197085,-94.5213489802915
"145","World Health Organization (WHO)","International, Policy, Public Engagement & Awareness","","https://www.who.int/airpollution/en/","https://twitter.com/WHO","https://www.facebook.com/WHO","","","8/29/2019 8:54pm","World Health Organization (WHO) , ",-87.3047693,39.1865108,"electronics_store","rooftop","116 jackson st, shelburn, in 47879, usa",39.1878597802915,39.1851618197085,-87.3034203197085,-87.3061182802915
"146","World Health Organization (WHO) India office ","International, Policy, Public Engagement & Awareness","Delhi","http://www.searo.who.int/india/en/","","","Manjeet Saluja","","9/1/2020 3:27pm","World Health Organization (WHO) India office  , Delhi",77.2474418,28.6221069,"establishment","geometric_center","world health house, indraprastha estate, mahatma gandhi marg, outer ring rd, ip estate, new delhi, delhi 110002, india",28.6234558802915,28.6207579197085,77.2487907802915,77.2460928197085
"147","World Health Organization South East Asia Regional Office (WHO SEARO)","Public Engagement & Awareness, International","","http://www.searo.who.int/en/","https://twitter.com/WHOSEARO","https://www.facebook.com/WHOSEARO","Lesley Onyon","","8/29/2019 8:56pm","World Health Organization South East Asia Regional Office (WHO SEARO) , ",106.8337389,-6.223951,"establishment","rooftop","5th floor, gama tower, jl. hr rasuna said kav. c-22, rt.2/rw.5, kuningan, kuningan tim., kecamatan setiabudi, kota jakarta selatan, daerah khusus ibukota jakarta 12940, indonesia",-6.2226020197085,-6.2252999802915,106.835087880291,106.832389919709
"148","World Resources Institute (WRI) ","Policy, Consulting","Mumbai","http://wri-india.org","https://twitter.com/wriindia","https://www.facebook.com/wriindia/","Ajay Nagpure, Bhavay Sharma","","9/1/2020 3:27pm","World Resources Institute (WRI)  , Mumbai",-77.0081511,38.8991228,"establishment","rooftop","10 g st ne #800, washington, dc 20002, usa",38.9004717802915,38.8977738197085,-77.0068021197085,-77.0095000802915
"149","WWF India","","Delhi","","","","","","9/1/2020 3:28pm","WWF India , Delhi",77.223072,28.590965,"establishment","rooftop","pirojsha godrej building, 172 b, lodhi rd, lodhi gardens, lodhi estate, new delhi, delhi 110003, india",28.5923139802915,28.5896160197085,77.2244209802915,77.2217230197085
"150","Youth Clean Air Network","Advocacy, Public Engagement & Awareness, Non Profit","","http://www.youthforcleanair.com/Default.aspx","","","","","8/17/2019 2:36am","Youth Clean Air Network , ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Yuktix","Industry, Start-up","","http://www.yuktix.com/","https://twitter.com/yuktix","https://www.facebook.com/yuktix","","","8/28/2019 2:04am","Yuktix , ",77.6445115,12.9048526,"establishment","geometric_center","no.1713, 2nd floor, crossing of 19th main rd, 27th cross rd, above kr bakery, garden layout, sector 2, hsr layout, bengaluru, karnataka 560102, india",12.9062015802915,12.9035036197085,77.6458604802915,77.6431625197085
"152","Sree Krishna College Guruvayur","Government","Guruvayur","https://www.sreekrishnacollege.in/","","","","","9/1/2020 10:20pm","Sree Krishna College Guruvayur , Guruvayur",76.0883769,10.6073898,"establishment","geometric_center","choondal mattom rd, koonammoochi, alur, kerala 680602, india",10.6087387802915,10.6060408197085,76.0897258802915,76.0870279197085
"153","Conexsym Global Pvt. Ltd.","Research, Consulting, Global, Public Engagement & Awareness","Noida","www.conexsym.com","https://twitter.com/conexsym","https://www.facebook.com/profile.php?id=100041043078960","","","9/1/2020 11:22pm","Conexsym Global Pvt. Ltd. , Noida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Vijay Panjwani","Advocacy","New Delhi","","","Vijay Panjwani","","","9/2/2020 1:15pm","Vijay Panjwani , New Delhi",77.2090212,28.6139391,"locality","approximate","new delhi, delhi, india",28.6506044,28.4041,77.3449601,77.0730101
"155","Hindu College, University of Delhi","Government","Delhi","www.hinducollege.ac.in","","","","","9/3/2020 1:05am","Hindu College, University of Delhi , Delhi",77.2110226,28.6843252,"establishment","geometric_center","sudhir bose marg, hindu college, university enclave, delhi, 110007, india",28.6856741802915,28.6829762197085,77.2123715802915,77.2096736197085
"156","Department of Environmental Studies, Zakir Husain Delhi College, University of Delhi","Government","New Delhi","http://www.zakirhusaindelhicollege.ac.in/","https://twitter.com/ZakirHCollegeDU","https://www.facebook.com/zhdelhicollege","","","9/3/2020 1:12am","Department of Environmental Studies, Zakir Husain Delhi College, University of Delhi , New Delhi",77.2296529,28.6393325,"establishment","geometric_center","jawaharlal nehru marg, skd basti, press enclave, ajmeri gate, new delhi, delhi 110002, india",28.6406814802915,28.6379835197085,77.2310018802915,77.2283039197085
"157","Air Pollution Action Group","Non Profit, Advocacy, Public Engagement & Awareness, Start-up","New Delhi, India","www.a-pag.org","","","","","9/3/2020 8:20am","Air Pollution Action Group , New Delhi, India",77.2240626,28.6297998,"establishment","geometric_center","301-302 narain manzil, barakhamba rd, barakhamba, new delhi, delhi 110001, india",28.6311487802915,28.6284508197085,77.2254115802915,77.2227136197085
